checksums,id,public access,created at,updated at,created_by_id,updated_by_id,is active,extras,uri,version,released,retired,is latest version,custom validation schema,parent_id,map type,sort weight,external id,comment,versioned_object_id,mnemonic,from_concept_id,to_concept_id,to_source_id,from_source_id,from concept code,from concept name,from source url,from source version,to concept code,to concept name,to source url,to source version, counted, index
{},643214,View,2022-09-01T21:09:35.809044+00:00,2022-09-02T03:20:52.620893+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/98037/,643214,False,False,False,,10,SAME-AS,,43737697-66e8-4882-a5e8-e9391cb44078,,643214,98037,201644,,11,10,40354,cystadenocarcinoma of pancreas,/orgs/MOH-KENYA/sources/nhdd/,,235966007,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},630673,View,2022-09-01T21:08:38.983423+00:00,2022-09-02T03:20:52.663228+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/91764/,630673,False,False,False,,10,SAME-AS,,dc8bcc9f-2cc4-4ae6-90f4-0e6ac789ce9d,,630673,91764,198047,,11,10,33328,"multiple delivery, all by caesarean section",/orgs/MOH-KENYA/sources/nhdd/,,199331008,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},621771,View,2022-09-01T21:07:57.933560+00:00,2022-09-02T03:20:52.708635+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87312/,621771,False,False,False,,10,SAME-AS,,46166210-1c8a-4a05-9caf-f36bc905d646,,621771,87312,195411,,11,10,37087,dehydrocholic acid adverse reaction,/orgs/MOH-KENYA/sources/nhdd/,,292158007,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},621772,View,2022-09-01T21:07:57.940212+00:00,2022-09-02T03:20:52.758662+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87313/,621772,False,False,False,,10,SAME-AS,,6cc95e14-3d5f-4a61-b649-8a7106f560fd,,621772,87313,195416,,11,10,34392,intentional sulfisoxazole poisoning,/orgs/MOH-KENYA/sources/nhdd/,,291643000,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635351,View,2022-09-01T21:09:00.365070+00:00,2022-09-02T03:20:52.806698+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94103/,635351,False,False,False,,10,SAME-AS,,ca463be0-5aa6-41fb-a0ba-7661abf61947,,635351,94103,199400,,11,10,36752,double heterozygous sickling disorders,/orgs/MOH-KENYA/sources/nhdd/,,23269001,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},639242,View,2022-09-01T21:09:17.659547+00:00,2022-09-02T03:20:52.821270+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/96048/,639242,False,False,False,,10,SAME-AS,,bcd1fd1a-c004-4089-ae8e-537b95057dff,,639242,96048,200480,,11,10,42134,"Legally Abortion, Incomplete, Complicated by Metabolic Disorder",/orgs/MOH-KENYA/sources/nhdd/,,198709007,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},625852,View,2022-09-01T21:08:17.499309+00:00,2022-09-02T03:20:52.883074+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/89354/,625852,False,False,False,,10,SAME-AS,,8776f797-a505-456a-bead-453afea7c730,,625852,89354,196623,,11,10,39426,accidental fentanyl overdose,/orgs/MOH-KENYA/sources/nhdd/,,295194002,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},625853,View,2022-09-01T21:08:17.499766+00:00,2022-09-02T03:20:52.915079+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/89355/,625853,False,False,False,,10,SAME-AS,,5c4e7728-c44c-492b-b0b9-c6eacbbebc84,,625853,89355,196625,,11,10,33501,metaproterenol adverse reaction,/orgs/MOH-KENYA/sources/nhdd/,,292498003,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635357,View,2022-09-01T21:09:00.391480+00:00,2022-09-02T03:20:52.929882+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94106/,635357,False,False,False,,10,SAME-AS,,378f3184-b372-4280-8879-d482a86574fd,,635357,94106,199383,,11,10,29579,Bicycle,/orgs/MOH-KENYA/sources/nhdd/,,70224005,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},621780,View,2022-09-01T21:07:57.976799+00:00,2022-09-02T03:20:52.953183+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87318/,621780,False,False,False,,10,SAME-AS,,d2de1dad-50a6-4bde-9ecb-26fa16f3e263,,621780,87318,195417,,11,10,26098,Prostate specific antigen test,/orgs/MOH-KENYA/sources/nhdd/,,63476009,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},625855,View,2022-09-01T21:08:17.505964+00:00,2022-09-02T03:20:52.983217+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/89356/,625855,False,False,False,,10,SAME-AS,,6e2ea78d-79e9-4420-8896-ab77f8b46a3f,,625855,89356,196624,,11,10,39245,accidental metoclopramide poisoning,/orgs/MOH-KENYA/sources/nhdd/,,290421005,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},621781,View,2022-09-01T21:07:57.977477+00:00,2022-09-02T03:20:53.034442+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87319/,621781,False,False,False,,10,SAME-AS,,5e667b06-7321-4149-aa27-a3f969d60f89,,621781,87319,195419,,11,10,33312,Multiple fractures of cervical spine,/orgs/MOH-KENYA/sources/nhdd/,,207985005,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},630691,View,2022-09-01T21:08:39.084003+00:00,2022-09-02T03:20:53.049738+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/91773/,630691,False,False,False,,10,SAME-AS,,0022ba88-dc62-4bf5-b183-051441daee55,,630691,91773,197979,,11,10,37643,chronic rejection of cardiac transplant,/orgs/MOH-KENYA/sources/nhdd/,,431896008,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635362,View,2022-09-01T21:09:00.405307+00:00,2022-09-02T03:20:53.066625+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94109/,635362,False,False,False,,10,SAME-AS,,79afe624-3fa3-49c6-8357-8b03265c38cf,,635362,94109,199408,,11,10,35675,hexylresorcinol poisoning of undetermined intent,/orgs/MOH-KENYA/sources/nhdd/,,291472006,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},641834,View,2022-09-01T21:09:29.358537+00:00,2022-09-02T03:20:53.081406+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/97346/,641834,False,False,False,,10,SAME-AS,,e9010699-1e21-4568-b6b2-b137cfd9e853,,641834,97346,201230,,11,10,29766,Spastic Quadriplegia,/orgs/MOH-KENYA/sources/nhdd/,,192965001,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},648340,View,2022-09-01T21:09:58.556510+00:00,2022-09-02T03:20:53.087874+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/100598/,648340,False,False,False,,10,SAME-AS,,276f6e26-0f44-40ce-b0ba-d32f3f88c413,,648340,100598,203103,,11,10,34080,Ulcer of Bronchus,/orgs/MOH-KENYA/sources/nhdd/,,81566007,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},621786,View,2022-09-01T21:07:58.004156+00:00,2022-09-02T03:20:53.101815+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87321/,621786,False,False,False,,10,SAME-AS,,6b540f6b-a0f9-4761-a538-3cf0ddff6555,,621786,87321,195354,,11,10,25726,Prolapse of Eyelid,/orgs/MOH-KENYA/sources/nhdd/,,29696001,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},621788,View,2022-09-01T21:07:58.011968+00:00,2022-09-02T03:20:53.157829+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87322/,621788,False,False,False,,10,SAME-AS,,95d104b2-7aaa-456b-8510-0ee080ac78d5,,621788,87322,195357,,11,10,32953,Toxic Effect of Benzene and/or Homologue,/orgs/MOH-KENYA/sources/nhdd/,,50337007,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635364,View,2022-09-01T21:09:00.411103+00:00,2022-09-02T03:20:53.172845+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94110/,635364,False,False,False,,10,SAME-AS,,a26eaac8-77fc-4d91-a1f8-a75ceb68dcdc,,635364,94110,199410,,11,10,31541,self-destructive behavior,/orgs/MOH-KENYA/sources/nhdd/,,248062006,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},621792,View,2022-09-01T21:07:58.031354+00:00,2022-09-02T03:20:53.202521+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87323/,621792,False,False,False,,10,SAME-AS,,ae1ff0d7-f8fc-46da-8a7e-14bf33e044fb,,621792,87323,195425,,11,10,29012,Relapse,/orgs/MOH-KENYA/sources/nhdd/,,263855007,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},630697,View,2022-09-01T21:08:39.104318+00:00,2022-09-02T03:20:53.218335+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/91778/,630697,False,False,False,,10,SAME-AS,,8d5c9be1-c89c-4bdc-ae03-b064c977b276,,630697,91778,198030,,11,10,36745,Acute Renal Failure-Postpartum,/orgs/MOH-KENYA/sources/nhdd/,,13010001,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635365,View,2022-09-01T21:09:00.413940+00:00,2022-09-02T03:20:53.234814+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94112/,635365,False,False,False,,10,SAME-AS,,5ea1ea73-0a9f-46af-8e55-ccb726f10ce6,,635365,94112,199384,,11,10,37112,defects in the complement system,/orgs/MOH-KENYA/sources/nhdd/,,24743004,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},621793,View,2022-09-01T21:07:58.038341+00:00,2022-09-02T03:20:53.305446+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87324/,621793,False,False,False,,10,SAME-AS,,27d026e8-d9eb-46f9-aaf0-79956b4b8cb2,,621793,87324,195382,,11,10,31696,Symptomatic Myoclonic Epilepsy,/orgs/MOH-KENYA/sources/nhdd/,,230430000,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},630698,View,2022-09-01T21:08:39.104669+00:00,2022-09-02T03:20:53.320093+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/91776/,630698,False,False,False,,10,SAME-AS,,968a74d4-a448-4e17-839d-58189a9c201f,,630698,91776,197992,,11,10,36024,Zar,/orgs/MOH-KENYA/sources/nhdd/,,40950007,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},621794,View,2022-09-01T21:07:58.040245+00:00,2022-09-02T03:20:53.355427+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87325/,621794,False,False,False,,10,SAME-AS,,3753b380-767d-4174-a52f-963a3661b8fe,,621794,87325,195429,,11,10,34931,Varicose Veins of Perineum and Vulva in Pregnancy and the Puerperium - Delivered with Postnatal Complication,/orgs/MOH-KENYA/sources/nhdd/,,200216008,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},625870,View,2022-09-01T21:08:17.567507+00:00,2022-09-02T03:20:53.371735+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/89363/,625870,False,False,False,,10,SAME-AS,,e3236c61-ba20-471e-b18e-462153fa4fc6,,625870,89363,196633,,11,10,29379,Simple partial seizure evolving to secondary generalized seizure,/orgs/MOH-KENYA/sources/nhdd/,,59457001,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635369,View,2022-09-01T21:09:00.428584+00:00,2022-09-02T03:20:53.386855+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94114/,635369,False,False,False,,10,SAME-AS,,e96b3999-dc82-4c36-b4b9-a2fa8f9266ca,,635369,94114,199405,,11,10,29219,Occupational injury,/orgs/MOH-KENYA/sources/nhdd/,,371128008,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},639256,View,2022-09-01T21:09:17.732987+00:00,2022-09-02T03:20:53.401988+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/96056/,639256,False,False,False,,10,SAME-AS,,b0ea3a67-0f5f-48f8-ad85-3fa7232a597d,,639256,96056,200466,,11,10,42487,"Congenital Anomaly of Ear, Face, and Neck",/orgs/MOH-KENYA/sources/nhdd/,,204223000,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},625872,View,2022-09-01T21:08:17.576449+00:00,2022-09-02T03:20:53.452518+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/89364/,625872,False,False,False,,10,SAME-AS,,d3bf8a92-8bca-4aba-90a3-991a969139c3,,625872,89364,196631,,11,10,38530,anterior proliferative vitreoretinopathy,/orgs/MOH-KENYA/sources/nhdd/,,232017001,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},625875,View,2022-09-01T21:08:17.589753+00:00,2022-09-02T03:20:53.482370+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/89365/,625875,False,False,False,,10,SAME-AS,,b5e3ac17-09fb-41d5-a83b-11af057c380d,,625875,89365,196605,,11,10,35657,Vulvar Vestibulitis,/orgs/MOH-KENYA/sources/nhdd/,,30833006,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},630707,View,2022-09-01T21:08:39.137381+00:00,2022-09-02T03:20:53.498641+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/91780/,630707,False,False,False,,10,SAME-AS,,6b20259e-689d-4195-94b7-bd874a437b73,,630707,91780,198053,,11,10,31175,strain of flexor muscle of hip,/orgs/MOH-KENYA/sources/nhdd/,,429722003,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},696480,View,2022-09-01T21:13:37.816984+00:00,2022-09-02T03:20:53.513448+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/124668/,696480,False,False,False,,10,SAME-AS,,3d1349bb-8a40-4d83-9673-5a172d38399f,,696480,124668,216725,,11,10,32550,Thrombosis of Tunica Vaginalis,/orgs/MOH-KENYA/sources/nhdd/,,43663004,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},625880,View,2022-09-01T21:08:17.616509+00:00,2022-09-02T03:20:53.555533+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/89367/,625880,False,False,False,,10,SAME-AS,,854a1f65-0727-4d51-8411-a19bdbb57be0,,625880,89367,196635,,11,10,35836,griseofulvin poisoning of undetermined intent,/orgs/MOH-KENYA/sources/nhdd/,,291428008,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},630709,View,2022-09-01T21:08:39.143139+00:00,2022-09-02T03:20:53.571781+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/91782/,630709,False,False,False,,10,SAME-AS,,b0d2d59b-0b62-4f89-bdf6-d353b2a03965,,630709,91782,198029,,11,10,36202,folic acid overdose of undetermined intent,/orgs/MOH-KENYA/sources/nhdd/,,296969009,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635383,View,2022-09-01T21:09:00.475187+00:00,2022-09-02T03:20:53.586452+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94119/,635383,False,False,False,,10,SAME-AS,,49d8b5af-477d-45f3-8140-005b069a3a05,,635383,94119,199416,,11,10,34957,Vascular Complication of Medical Care,/orgs/MOH-KENYA/sources/nhdd/,,28104001,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},621801,View,2022-09-01T21:07:58.057391+00:00,2022-09-02T03:20:53.634821+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87330/,621801,False,False,False,,10,SAME-AS,,09b8ffc1-cb08-4e68-85e4-2f2233a4662a,,621801,87330,195427,,11,10,28836,Senile Entropion,/orgs/MOH-KENYA/sources/nhdd/,,55408009,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},630711,View,2022-09-01T21:08:39.146114+00:00,2022-09-02T03:20:53.649943+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/91783/,630711,False,False,False,,10,SAME-AS,,98886fd0-ae89-4009-9dba-becee3e89950,,630711,91783,198002,,11,10,32788,"Tobacco Dependence, Continuous",/orgs/MOH-KENYA/sources/nhdd/,,191887008,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},696481,View,2022-09-01T21:13:37.819265+00:00,2022-09-02T03:20:53.680051+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/124670/,696481,False,False,False,,10,SAME-AS,,27c6ba84-b5db-4d7a-b1b7-40bd54bc764e,,696481,124670,216728,,11,10,30568,urethral meatus in anterior vaginal vault,/orgs/MOH-KENYA/sources/nhdd/,,205027003,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},621802,View,2022-09-01T21:07:58.058457+00:00,2022-09-02T03:20:53.687437+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87331/,621802,False,False,False,,10,SAME-AS,,327dacc4-e6e8-43e1-be71-d7382768a740,,621802,87331,195388,,11,10,33133,"Toxic Epidermal Necrolysis, Subcorneal Type",/orgs/MOH-KENYA/sources/nhdd/,,367537006,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},621810,View,2022-09-01T21:07:58.079325+00:00,2022-09-02T03:20:53.725469+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87334/,621810,False,False,False,,10,SAME-AS,,94c6eaa8-289c-4b7e-a2ae-e8547bf15523,,621810,87334,195433,,11,10,34032,"Type II or Unspecified Type Diabetes Mellitus with Neurological Manifestations, not Stated as Uncontrolled",/orgs/MOH-KENYA/sources/nhdd/,,421326000,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635395,View,2022-09-01T21:09:00.541392+00:00,2022-09-02T03:20:53.764440+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94124/,635395,False,False,False,,10,SAME-AS,,8bba765e-b168-417d-a0ad-be0bef32a3c8,,635395,94124,199421,,11,10,39625,Type I Diabetes Mellitus with Neurological Manifestations,/orgs/MOH-KENYA/sources/nhdd/,,421468001,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},639267,View,2022-09-01T21:09:17.784267+00:00,2022-09-02T03:20:53.779139+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/96062/,639267,False,False,False,,10,SAME-AS,,e6d94165-7a6c-465b-a1a6-21d2982c74ce,,639267,96062,200407,,11,10,33160,Toxic Myocarditis,/orgs/MOH-KENYA/sources/nhdd/,,31993003,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},641842,View,2022-09-01T21:09:29.388656+00:00,2022-09-02T03:20:53.808194+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/97350/,641842,False,False,False,,10,SAME-AS,,ac34bdfb-313f-4848-97db-e41f0fd57919,,641842,97350,201236,,11,10,34245,Uncinate Herniation,/orgs/MOH-KENYA/sources/nhdd/,,230754006,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},644786,View,2022-09-01T21:09:43.264592+00:00,2022-09-02T03:20:53.823012+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/98822/,644786,False,False,False,,10,SAME-AS,,bbc9f762-a089-4d34-a23d-8d6d4b869c17,,644786,98822,202098,,11,10,32273,plague vaccine poisoning of undetermined intent,/orgs/MOH-KENYA/sources/nhdd/,,291744003,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},625898,View,2022-09-01T21:08:17.718440+00:00,2022-09-02T03:20:53.889312+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/89378/,625898,False,False,False,,10,SAME-AS,,db4ede51-8915-44d3-ad0c-2df826008fdd,,625898,89378,196578,,11,10,28241,Scoliotic Pelvis,/orgs/MOH-KENYA/sources/nhdd/,,54914001,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},639271,View,2022-09-01T21:09:17.790066+00:00,2022-09-02T03:20:53.903863+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/96064/,639271,False,False,False,,10,SAME-AS,,7d55e991-9235-49c2-bd31-d734a4efa7d1,,639271,96064,200438,,11,10,39631,Diabetic Autonomic Neuropathy,/orgs/MOH-KENYA/sources/nhdd/,,50620007,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},621823,View,2022-09-01T21:07:58.138244+00:00,2022-09-02T03:20:53.917293+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87339/,621823,False,False,False,,10,SAME-AS,,2e51d4a8-7d5d-4bb0-82d5-555d745f9b0e,,621823,87339,195398,,11,10,26811,Serum phosphorous,/orgs/MOH-KENYA/sources/nhdd/,,271241002,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},625899,View,2022-09-01T21:08:17.719012+00:00,2022-09-02T03:20:53.952765+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/89376/,625899,False,False,False,,10,SAME-AS,,09a5a574-0c28-464a-9c33-5ec3cb16dd01,,625899,89376,196648,,11,10,27892,Axillary lymph node(s) level 1,/orgs/MOH-KENYA/sources/nhdd/,,258313006,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},630724,View,2022-09-01T21:08:39.215579+00:00,2022-09-02T03:20:53.966997+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/91795/,630724,False,False,False,,10,SAME-AS,,89fc7de1-5722-4b78-a49c-f628397346e6,,630724,91795,198059,,11,10,34224,iproniazid poisoning,/orgs/MOH-KENYA/sources/nhdd/,,290864008,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},639272,View,2022-09-01T21:09:17.791609+00:00,2022-09-02T03:20:53.983649+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/96065/,639272,False,False,False,,10,SAME-AS,,26f8647f-d573-4ba3-9557-40fcee3317a0,,639272,96065,200496,,11,10,36580,enthesopathy of lower limb,/orgs/MOH-KENYA/sources/nhdd/,,312836001,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635401,View,2022-09-01T21:09:00.562072+00:00,2022-09-02T03:20:54.017406+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94128/,635401,False,False,False,,10,SAME-AS,,8090a151-e2f7-47ec-924e-ac7010517b23,,635401,94128,199424,,11,10,33521,mephobarbital poisoning of undetermined intent,/orgs/MOH-KENYA/sources/nhdd/,,290954000,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},641845,View,2022-09-01T21:09:29.392679+00:00,2022-09-02T03:20:54.031851+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/97351/,641845,False,False,False,,10,SAME-AS,,920ff1c9-8a37-4b92-afaf-306fc90780a0,,641845,97351,201238,,11,10,41244,Family History of Muscular Dystrophy,/orgs/MOH-KENYA/sources/nhdd/,,160343006,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},621831,View,2022-09-01T21:07:58.216685+00:00,2022-09-02T03:20:54.097345+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87343/,621831,False,False,False,,10,SAME-AS,,e643e357-25cc-4f5f-8d56-8469599324aa,,621831,87343,195406,,11,10,30436,wheelchair dependence,/orgs/MOH-KENYA/sources/nhdd/,,225612007,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},625904,View,2022-09-01T21:08:17.727658+00:00,2022-09-02T03:20:54.199410+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/89381/,625904,False,False,False,,10,SAME-AS,,f692e926-174b-40e9-b1ec-aa8cbbce1f6e,,625904,89381,196646,,11,10,37995,carbenoxolone adverse reaction,/orgs/MOH-KENYA/sources/nhdd/,,292114007,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635412,View,2022-09-01T21:09:00.608583+00:00,2022-09-02T03:20:54.236580+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94133/,635412,False,False,False,,10,SAME-AS,,35021d45-d995-494d-9592-c316f8a561d7,,635412,94133,199422,,11,10,40518,Acromioclavicular joint arthritis,/orgs/MOH-KENYA/sources/nhdd/,,429459001,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},696488,View,2022-09-01T21:13:37.838149+00:00,2022-09-02T03:20:54.267910+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/124671/,696488,False,False,False,,10,SAME-AS,,07aaed1c-463b-4558-b5d3-28a14b8b7929,,696488,124671,216751,,11,10,37937,cardiofaciocutaneous syndrome,/orgs/MOH-KENYA/sources/nhdd/,,403770008,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},621837,View,2022-09-01T21:07:58.235899+00:00,2022-09-02T03:20:54.275565+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87346/,621837,False,False,False,,10,SAME-AS,,3892a33c-ef3d-46f2-a40f-8e1bc189b19d,,621837,87346,195442,,11,10,27523,T0 tumor stage,/orgs/MOH-KENYA/sources/nhdd/,,58790005,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635414,View,2022-09-01T21:09:00.615826+00:00,2022-09-02T03:20:54.292182+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94134/,635414,False,False,False,,10,SAME-AS,,125bcbd4-ac93-4ad3-b3cd-ff8bf2e8d4e5,,635414,94134,199435,,11,10,34419,intentional secobarbital overdose,/orgs/MOH-KENYA/sources/nhdd/,,296051002,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635415,View,2022-09-01T21:09:00.622856+00:00,2022-09-02T03:20:54.351630+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94135/,635415,False,False,False,,10,SAME-AS,,277d3226-1d46-4cb8-a6d7-0e4fac7b8efe,,635415,94135,199395,,11,10,30643,Subacute Arthritis,/orgs/MOH-KENYA/sources/nhdd/,,42545001,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},635416,View,2022-09-01T21:09:00.627754+00:00,2022-09-02T03:20:54.415870+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/94136/,635416,False,False,False,,10,SAME-AS,,1fe18bc0-8f79-41d1-bb75-55d66e2a39c3,,635416,94136,199429,,11,10,36572,epidural haemorrhage with loss of consciousness of unspecified duration with open intracranial wound,/orgs/MOH-KENYA/sources/nhdd/,,111681000,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
{},621841,View,2022-09-01T21:07:58.257781+00:00,2022-09-02T03:20:54.485005+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/mappings/87349/,621841,False,False,False,,10,SAME-AS,,77049ede-fb79-4c40-b69b-ae9b7324a8c3,,621841,87349,195444,,11,10,38164,Chorioretinitis,/orgs/MOH-KENYA/sources/nhdd/,,46627006,,/orgs/IHTSDO/sources/SNOMED-CT/,,True,True
