checksums,id,public access,created at,updated at,created_by_id,updated_by_id,is active,extras,uri,version,released,retired,is latest version,external id,concept class,datatype,comment,parent_id,versioned_object_id,mnemonic,counted,index
{},137098,View,2022-09-01T20:53:49.391696+00:00,2022-09-01T20:53:49.407190+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/6121/,137098,False,False,False,0c39b4cd-ec0a-4738-a73b-38af152125e2,Diagnosis,N/A,,10,137098,6121,True,True
{},142999,View,2022-09-01T20:55:22.963681+00:00,2022-09-01T20:55:22.973691+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/9220/,142999,False,False,False,c819b3b1-96d6-48c5-b54e-4e33cf42f78b,Diagnosis,N/A,,10,142999,9220,True,True
{},152148,View,2022-09-01T20:57:44.124425+00:00,2022-09-01T20:57:44.136378+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/13940/,152148,False,False,False,1a06ef55-50d5-4f86-87f0-e8fd199e396b,Diagnosis,N/A,,10,152148,13940,True,True
{},137097,View,2022-09-01T20:53:49.389178+00:00,2022-09-01T20:53:49.398615+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/7921/,137097,False,False,False,28c64a7f-796b-46ef-b566-122e9c9d3166,Drug,N/A,,10,137097,7921,True,True
{},137100,View,2022-09-01T20:53:49.405813+00:00,2022-09-01T20:53:49.416345+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/361/,137100,False,False,False,bd7f2617-f637-4df0-ade1-eb85e1357fc6,Diagnosis,N/A,,10,137100,361,True,True
{},143002,View,2022-09-01T20:55:22.995273+00:00,2022-09-01T20:55:23.004449+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/7420/,143002,False,False,False,724cf4e3-1baa-4af1-8756-32237abdc237,Diagnosis,N/A,,10,143002,7420,True,True
{},137101,View,2022-09-01T20:53:49.413623+00:00,2022-09-01T20:53:49.423646+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/4501/,137101,False,False,False,4b17a863-7c3e-408f-8ad0-ce3018aa1d13,Diagnosis,N/A,,10,137101,4501,True,True
{},143005,View,2022-09-01T20:55:23.026645+00:00,2022-09-01T20:55:23.036530+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/9038/,143005,False,False,False,7b594524-203b-4fe1-b2dd-8ab50c688fde,Drug,N/A,,10,143005,9038,True,True
{},212846,View,2022-09-01T21:12:34.484554+00:00,2022-09-01T21:12:34.493694+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/33959/,212846,False,False,False,67cc1ea6-f774-4a5c-85b3-abea7fb88337,Diagnosis,N/A,,10,212846,33959,True,True
{},171745,View,2022-09-01T21:02:30.993584+00:00,2022-09-01T21:02:31.003149+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/16070/,171745,False,False,False,dfe47dcb-32b1-4186-b666-35bc48001711,Test,Coded,,10,171745,16070,True,True
{},152150,View,2022-09-01T20:57:44.132128+00:00,2022-09-01T20:57:44.139046+00:00,1,1,True,"{'units': '', 'allow_decimal': False}",/orgs/MOH-KENYA/sources/nhdd/concepts/14127/,152150,False,False,False,a37eaaae-e0cf-48d9-8d24-04478f2392c6,Misc,Numeric,,10,152150,14127,True,True
{},171746,View,2022-09-01T21:02:31.014599+00:00,2022-09-01T21:02:31.022568+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/20566/,171746,False,False,False,8675cc9e-590b-4ef2-a5a1-10d8cdf1a3b4,Procedure,N/A,,10,171746,20566,True,True
{},137105,View,2022-09-01T20:53:49.449226+00:00,2022-09-01T20:53:49.458701+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/9361/,137105,False,False,False,20b7f68f-1077-4216-9cf4-40c46aed0768,Drug,N/A,,10,137105,9361,True,True
{},137104,View,2022-09-01T20:53:49.449153+00:00,2022-09-01T20:53:49.462564+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/14221/,137104,False,False,False,f93dd47e-644b-4270-ae07-17b5e3c35c98,Diagnosis,N/A,,10,137104,14221,True,True
{},149134,View,2022-09-01T20:57:00.342464+00:00,2022-09-01T20:57:00.362082+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/2057/,149134,False,False,False,331fbdc3-2e3e-470d-a203-eadbaf8e6570,Diagnosis,N/A,,10,149134,2057,True,True
{},212848,View,2022-09-01T21:12:34.498813+00:00,2022-09-01T21:12:34.509788+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/39349/,212848,False,False,False,01ec1ebb-b594-4795-a0f5-6205a7732e34,Diagnosis,N/A,,10,212848,39349,True,True
{},137109,View,2022-09-01T20:53:49.478857+00:00,2022-09-01T20:53:49.486915+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/10262/,137109,False,False,False,5cbb315b-1187-4c96-a9ac-72ceda56aa37,Diagnosis,N/A,,10,137109,10262,True,True
{},171748,View,2022-09-01T21:02:31.043880+00:00,2022-09-01T21:02:31.053077+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/28446/,171748,False,False,False,4d398f4a-df1d-4fd7-a294-ffc908bb56ea,Finding,N/A,,10,171748,28446,True,True
{},143009,View,2022-09-01T20:55:23.176188+00:00,2022-09-01T20:55:23.187927+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/1480/,143009,False,False,False,647e386a-eec4-4a9d-96cc-937b1abe2a03,Diagnosis,N/A,,10,143009,1480,True,True
{},137110,View,2022-09-01T20:53:49.492110+00:00,2022-09-01T20:53:49.501366+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/10082/,137110,False,False,False,491c64b6-59d4-4d44-a2a6-64e82acf9ecf,Diagnosis,N/A,,10,137110,10082,True,True
{},171747,View,2022-09-01T21:02:31.042504+00:00,2022-09-01T21:02:31.051642+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/15711/,171747,False,False,False,9586d991-c648-4d55-9853-c6a42e00b8d5,Question,Coded,,10,171747,15711,True,True
{},143010,View,2022-09-01T20:55:23.182086+00:00,2022-09-01T20:55:23.196675+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/12097/,143010,False,False,False,d23e8d49-7e64-4082-a62a-7a3c121e1fa6,Diagnosis,N/A,,10,143010,12097,True,True
{},137112,View,2022-09-01T20:53:49.518594+00:00,2022-09-01T20:53:49.529355+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/6662/,137112,False,False,False,d2b427eb-5fbe-4491-8727-c242cee55b28,Drug,N/A,,10,137112,6662,True,True
{},143011,View,2022-09-01T20:55:23.194257+00:00,2022-09-01T20:55:23.204477+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/3641/,143011,False,False,False,f5cbdcfe-dc23-4030-bee1-3296a70f4d60,Diagnosis,N/A,,10,143011,3641,True,True
{},137113,View,2022-09-01T20:53:49.527093+00:00,2022-09-01T20:53:49.534803+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/12062/,137113,False,False,False,07cf35dc-cde4-4aa7-b3a8-bb95884d7df9,Diagnosis,N/A,,10,137113,12062,True,True
{},137115,View,2022-09-01T20:53:49.540010+00:00,2022-09-01T20:53:49.552486+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/3241/,137115,False,False,False,e9ebba20-8680-429a-86e3-b16958993307,Drug,N/A,,10,137115,3241,True,True
{},149136,View,2022-09-01T20:57:00.388551+00:00,2022-09-01T20:57:00.407301+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/11422/,149136,False,False,False,a0c94364-c74e-4a95-9bc1-bb382c8d75d0,Diagnosis,N/A,,10,149136,11422,True,True
{},171750,View,2022-09-01T21:02:31.057106+00:00,2022-09-01T21:02:31.065976+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/22540/,171750,False,False,False,a3e444fe-14a2-4a3f-ad1f-54c84a68ae34,Diagnosis,N/A,,10,171750,22540,True,True
{},137116,View,2022-09-01T20:53:49.540533+00:00,2022-09-01T20:53:49.548300+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/11521/,137116,False,False,False,9709ddd5-e1e4-4f71-8072-a324b04d5c09,Diagnosis,N/A,,10,137116,11521,True,True
{},137118,View,2022-09-01T20:53:49.551922+00:00,2022-09-01T20:53:49.558529+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/9542/,137118,False,False,False,f9fb4bd6-e27d-41d3-b6c5-8ac439124789,Drug,N/A,,10,137118,9542,True,True
{},137119,View,2022-09-01T20:53:49.567356+00:00,2022-09-01T20:53:49.575022+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/9902/,137119,False,False,False,5014742c-f02e-411c-a210-29dedaaff2f7,Diagnosis,N/A,,10,137119,9902,True,True
{},143015,View,2022-09-01T20:55:23.343958+00:00,2022-09-01T20:55:23.353996+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/13354/,143015,False,False,False,53cecc59-893e-4e8a-a7a1-8cfc93ff1b98,Diagnosis,N/A,,10,143015,13354,True,True
{},149137,View,2022-09-01T20:57:00.414451+00:00,2022-09-01T20:57:00.420581+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/7463/,149137,False,False,False,ca4b911b-ff40-4c9b-a88b-ba74c2b478ff,Drug,N/A,,10,149137,7463,True,True
{},143016,View,2022-09-01T20:55:23.368197+00:00,2022-09-01T20:55:23.376634+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/2918/,143016,False,False,False,35134cfb-c4d3-4b53-8462-28eabeeb6d71,Drug,N/A,,10,143016,2918,True,True
{},149138,View,2022-09-01T20:57:00.423468+00:00,2022-09-01T20:57:00.432060+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/11965/,149138,False,False,False,b762f766-8db6-42d4-9ad9-2a7a1bde1f64,Drug,N/A,,10,149138,11965,True,True
{},152151,View,2022-09-01T20:57:44.140565+00:00,2022-09-01T20:57:44.152549+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/9097/,152151,False,False,False,f85c3ef1-30b1-411a-ad08-f8b03e02eb7b,Diagnosis,N/A,,10,152151,9097,True,True
{},212851,View,2022-09-01T21:12:34.582336+00:00,2022-09-01T21:12:34.598812+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/37017/,212851,False,False,False,1e8b3b2d-79c3-4c66-93bf-7c89b07dfb92,Diagnosis,N/A,,10,212851,37017,True,True
{},137127,View,2022-09-01T20:53:49.624492+00:00,2022-09-01T20:53:49.633242+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/2702/,137127,False,False,False,83f8bb47-1290-4110-953b-a351a89ef777,Drug,N/A,,10,137127,2702,True,True
{},143017,View,2022-09-01T20:55:23.379836+00:00,2022-09-01T20:55:23.390106+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/3820/,143017,False,False,False,a346706c-7e2e-4a8d-8fa2-8dc3953c3cab,Drug,N/A,,10,143017,3820,True,True
{},152149,View,2022-09-01T20:57:44.126792+00:00,2022-09-01T20:57:44.141886+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/1536/,152149,False,False,False,e9a007e1-4d27-4022-9108-d11f5164c0aa,Drug,N/A,,10,152149,1536,True,True
{},154805,View,2022-09-01T20:58:23.912706+00:00,2022-09-01T20:58:23.925099+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/8210/,154805,False,False,False,1b672c82-95a0-4823-b7d8-fcbae306b6bf,Diagnosis,N/A,,10,154805,8210,True,True
{},155260,View,2022-09-01T20:58:30.944665+00:00,2022-09-01T20:58:30.955470+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/9117/,155260,False,False,False,f1ccc307-c6c7-4f13-93ad-7eed43bd704d,Diagnosis,N/A,,10,155260,9117,True,True
{},155360,View,2022-09-01T20:58:32.466739+00:00,2022-09-01T20:58:32.479276+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/10741/,155360,False,False,False,df47e475-37f3-4832-a4bd-d47c0bfa3fe0,Diagnosis,N/A,,10,155360,10741,True,True
{},137128,View,2022-09-01T20:53:49.648064+00:00,2022-09-01T20:53:49.656433+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/10622/,137128,False,False,False,22e6ee26-c553-49a7-b746-373443c23d45,Drug,N/A,,10,137128,10622,True,True
{},143019,View,2022-09-01T20:55:23.412340+00:00,2022-09-01T20:55:23.420782+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/13534/,143019,False,False,False,96ccef8d-71ea-4e3a-9d8f-52b499114de3,Diagnosis,N/A,,10,143019,13534,True,True
{},137130,View,2022-09-01T20:53:49.680071+00:00,2022-09-01T20:53:49.690325+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/7561/,137130,False,False,False,76df3bd7-892c-4b48-92c5-ff2c944edb89,Drug,N/A,,10,137130,7561,True,True
{},212852,View,2022-09-01T21:12:34.624597+00:00,2022-09-01T21:12:34.635900+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/41841/,212852,False,False,False,5fdd4940-767f-4cee-84bd-070f619cc11d,Diagnosis,N/A,,10,212852,41841,True,True
{},137131,View,2022-09-01T20:53:49.678737+00:00,2022-09-01T20:53:49.694317+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/2162/,137131,False,False,False,d1255d2f-2a1f-4492-a860-d87c8b51139c,Diagnosis,N/A,,10,137131,2162,True,True
{},143022,View,2022-09-01T20:55:23.460311+00:00,2022-09-01T20:55:23.468083+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/8500/,143022,False,False,False,04de29d9-7d4d-48cd-86e0-70bd5da70e56,Diagnosis,N/A,,10,143022,8500,True,True
{},171755,View,2022-09-01T21:02:31.129728+00:00,2022-09-01T21:02:31.138304+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/25413/,171755,False,False,False,ac14cd70-0ee0-4ace-a03b-f1f348a60d3c,Procedure,N/A,,10,171755,25413,True,True
{},137132,View,2022-09-01T20:53:49.699204+00:00,2022-09-01T20:53:49.709184+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/7022/,137132,False,False,False,55ef34e4-144f-40ee-9325-79aa528bd268,Diagnosis,N/A,,10,137132,7022,True,True
{},143023,View,2022-09-01T20:55:23.474262+00:00,2022-09-01T20:55:23.482052+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/4902/,143023,False,False,False,ae7080e7-ce82-444f-b505-f3de199a0aae,Diagnosis,N/A,,10,143023,4902,True,True
{},171756,View,2022-09-01T21:02:31.130401+00:00,2022-09-01T21:02:31.139890+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/24881/,171756,False,False,False,074ef2d5-ef94-4382-b6ff-9325bfbefd5a,Question,Text,,10,171756,24881,True,True
{},171757,View,2022-09-01T21:02:31.131929+00:00,2022-09-01T21:02:31.141196+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/19843/,171757,False,False,False,43cbc590-6cd2-40a4-99ea-8e1e4b578af8,Procedure,N/A,,10,171757,19843,True,True
{},137133,View,2022-09-01T20:53:49.728685+00:00,2022-09-01T20:53:49.739026+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/5041/,137133,False,False,False,66541758-c8a9-4ed7-90ec-483681b2ba15,Diagnosis,N/A,,10,137133,5041,True,True
{},171758,View,2022-09-01T21:02:31.135951+00:00,2022-09-01T21:02:31.144795+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/28268/,171758,False,False,False,90a0e2c0-51ba-4bcb-90a9-60083be918f0,Diagnosis,N/A,,10,171758,28268,True,True
{},137136,View,2022-09-01T20:53:49.743954+00:00,2022-09-01T20:53:49.752433+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/13681/,137136,False,False,False,9f20ba5f-649d-49b6-9f1e-550b4c660ab0,Diagnosis,N/A,,10,137136,13681,True,True
{},143025,View,2022-09-01T20:55:23.521821+00:00,2022-09-01T20:55:23.529831+00:00,1,1,True,"{'units': 'mmol/L', 'low_absolute': 0, 'allow_decimal': True}",/orgs/MOH-KENYA/sources/nhdd/concepts/1300/,143025,False,False,False,0be116c3-bce2-4233-938a-4550c28b48b8,Test,Numeric,,10,143025,1300,True,True
{},171759,View,2022-09-01T21:02:31.135868+00:00,2022-09-01T21:02:31.145744+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/23981/,171759,False,False,False,6ba1f28f-786f-4aa6-912a-72b8dc723eb5,Diagnosis,N/A,,10,171759,23981,True,True
{},137137,View,2022-09-01T20:53:49.748067+00:00,2022-09-01T20:53:49.757162+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/7742/,137137,False,False,False,1a86d2eb-145a-4feb-b756-73dff02443bd,Drug,N/A,,10,137137,7742,True,True
{},212853,View,2022-09-01T21:12:34.643264+00:00,2022-09-01T21:12:34.652815+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/38632/,212853,False,False,False,1281f134-fe1c-4c5b-a4e0-0ff72fa19ed0,Diagnosis,N/A,,10,212853,38632,True,True
{},137141,View,2022-09-01T20:53:49.775073+00:00,2022-09-01T20:53:49.781566+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/1082/,137141,False,False,False,07778616-1e37-474d-b04c-cef648d980e0,Diagnosis,N/A,,10,137141,1082,True,True
{},143028,View,2022-09-01T20:55:23.544687+00:00,2022-09-01T20:55:23.553882+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/3282/,143028,False,False,False,89da36d7-b798-4071-83d5-b50322717027,Drug,N/A,,10,143028,3282,True,True
{},137143,View,2022-09-01T20:53:49.778279+00:00,2022-09-01T20:53:49.789960+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/11342/,137143,False,False,False,5eb77232-bf04-4878-a024-267caf2784f1,Drug,N/A,,10,137143,11342,True,True
{},143029,View,2022-09-01T20:55:23.566280+00:00,2022-09-01T20:55:23.573897+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/12995/,143029,False,False,False,f81fdf84-debf-4e90-be6f-61ffbab335bb,Diagnosis,N/A,,10,143029,12995,True,True
{},149143,View,2022-09-01T20:57:00.483091+00:00,2022-09-01T20:57:00.490698+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/6016/,149143,False,False,False,3db9b775-b40c-4624-bd08-a04f300f4a47,Diagnosis,N/A,,10,149143,6016,True,True
{},137138,View,2022-09-01T20:53:49.771962+00:00,2022-09-01T20:53:49.789938+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/3962/,137138,False,False,False,3dd6a8fe-7fd5-4fe4-b672-92c194bfa8f0,Diagnosis,N/A,,10,137138,3962,True,True
{},143030,View,2022-09-01T20:55:23.567279+00:00,2022-09-01T20:55:23.576983+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/8860/,143030,False,False,False,cb83cd9f-f541-427f-b41c-5935c21b9908,Diagnosis,N/A,,10,143030,8860,True,True
{},137144,View,2022-09-01T20:53:49.796485+00:00,2022-09-01T20:53:49.806755+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/9722/,137144,False,False,False,6a7a300f-c40a-4243-9376-91c464b9a186,Diagnosis,N/A,,10,137144,9722,True,True
{},149144,View,2022-09-01T20:57:00.502190+00:00,2022-09-01T20:57:00.512098+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/11245/,149144,False,False,False,b038b82b-cb09-42d5-b126-e2f896710b31,Diagnosis,N/A,,10,149144,11245,True,True
{},137147,View,2022-09-01T20:53:49.801403+00:00,2022-09-01T20:53:49.812069+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/11882/,137147,False,False,False,dccf2d74-ea95-4fba-b361-8d1366eb1a79,Diagnosis,N/A,,10,137147,11882,True,True
{},149145,View,2022-09-01T20:57:00.527980+00:00,2022-09-01T20:57:00.541555+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/2593/,149145,False,False,False,55bebecb-33dd-4400-8292-cd4c6c3a34b2,Drug,N/A,,10,149145,2593,True,True
{},137149,View,2022-09-01T20:53:49.812379+00:00,2022-09-01T20:53:49.821798+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/182/,137149,False,False,False,31a0210c-58e1-496e-9a7b-2161cc206c81,Diagnosis,N/A,,10,137149,182,True,True
{},137148,View,2022-09-01T20:53:49.810522+00:00,2022-09-01T20:53:49.820285+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/1262/,137148,False,False,False,c8065bf5-557e-49aa-8897-7feb0d5e9457,Diagnosis,N/A,,10,137148,1262,True,True
{},212854,View,2022-09-01T21:12:34.662766+00:00,2022-09-01T21:12:34.670831+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/31084/,212854,False,False,False,6cdee4f0-ae6e-4396-8c92-2b51933ce0a0,Diagnosis,N/A,,10,212854,31084,True,True
{},137152,View,2022-09-01T20:53:49.838165+00:00,2022-09-01T20:53:49.846061+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/4681/,137152,False,False,False,65680b97-3561-47fc-b175-d8d664aa1d33,Diagnosis,N/A,,10,137152,4681,True,True
{},143035,View,2022-09-01T20:55:23.617184+00:00,2022-09-01T20:55:23.625810+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/2199/,143035,False,False,False,e65b8ec0-343c-4474-960e-e3beeee97144,Diagnosis,N/A,,10,143035,2199,True,True
{},212856,View,2022-09-01T21:12:34.667260+00:00,2022-09-01T21:12:34.675710+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/42392/,212856,False,False,False,1e3ebdb7-e918-41e5-be0f-04291d6b855e,Diagnosis,N/A,,10,212856,42392,True,True
{},137155,View,2022-09-01T20:53:49.861616+00:00,2022-09-01T20:53:49.873934+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/10442/,137155,False,False,False,ca5b2cd3-4992-4efe-a780-30a984195049,Drug,N/A,,10,137155,10442,True,True
{},171764,View,2022-09-01T21:02:31.212700+00:00,2022-09-01T21:02:31.222408+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/25591/,171764,False,False,False,4b5ffed6-5b57-4094-9887-03715b89ae46,Diagnosis,N/A,,10,171764,25591,True,True
{},137156,View,2022-09-01T20:53:49.861892+00:00,2022-09-01T20:53:49.870797+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/5222/,137156,False,False,False,628ee395-7530-4be8-be8e-87607dace05b,Diagnosis,N/A,,10,137156,5222,True,True
{},143033,View,2022-09-01T20:55:23.611668+00:00,2022-09-01T20:55:23.620010+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/10841/,143033,False,False,False,587b5725-1d3f-4481-9606-5132bb2a6e60,Drug,N/A,,10,143033,10841,True,True
{},212855,View,2022-09-01T21:12:34.666027+00:00,2022-09-01T21:12:34.679328+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/34680/,212855,False,False,False,512bee38-f135-4a95-bf5a-ebc5c5b4159e,Diagnosis,N/A,,10,212855,34680,True,True
{},143040,View,2022-09-01T20:55:23.679761+00:00,2022-09-01T20:55:23.690538+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/1837/,143040,False,False,False,fdea7a5d-5efb-406c-a163-f182a4ba51da,Diagnosis,N/A,,10,143040,1837,True,True
{},149148,View,2022-09-01T20:57:00.556067+00:00,2022-09-01T20:57:00.566738+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/2958/,149148,False,False,False,1ec7456d-a687-4be3-910e-484b5907acb5,Drug,N/A,,10,149148,2958,True,True
{},171766,View,2022-09-01T21:02:31.236594+00:00,2022-09-01T21:02:31.243887+00:00,1,1,True,"{'units': '', 'low_absolute': 0, 'allow_decimal': False}",/orgs/MOH-KENYA/sources/nhdd/concepts/23253/,171766,False,False,False,df97891c-07f1-4806-9680-a02de4b750fe,Question,Numeric,,10,171766,23253,True,True
{},137161,View,2022-09-01T20:53:49.874989+00:00,2022-09-01T20:53:49.885204+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/2882/,137161,False,False,False,b26ba629-6561-449a-8df8-2856cb1b62f8,Diagnosis,N/A,,10,137161,2882,True,True
{},143041,View,2022-09-01T20:55:23.681860+00:00,2022-09-01T20:55:23.688562+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/6519/,143041,False,False,False,89a43ee5-1635-4a34-a570-9657fc3a08d1,Diagnosis,N/A,,10,143041,6519,True,True
{},137157,View,2022-09-01T20:53:49.868016+00:00,2022-09-01T20:53:49.877646+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/14041/,137157,False,False,False,3c6085b9-5c4d-4dc2-aa26-b4f037120302,Diagnosis,N/A,,10,137157,14041,True,True
{},137162,View,2022-09-01T20:53:49.885361+00:00,2022-09-01T20:53:49.897778+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/12421/,137162,False,False,False,2abe70e1-d4c2-4716-867a-c8f1748c8b01,Diagnosis,N/A,,10,137162,12421,True,True
{},143039,View,2022-09-01T20:55:23.676426+00:00,2022-09-01T20:55:23.685075+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/9401/,143039,False,False,False,6d9600ce-4561-467e-93b1-3fd54d956a5b,Drug,N/A,,10,143039,9401,True,True
{},149147,View,2022-09-01T20:57:00.555497+00:00,2022-09-01T20:57:00.569870+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/3145/,149147,False,False,False,6d619eb9-a980-4814-9275-27f50ac4f8b5,Diagnosis,N/A,,10,149147,3145,True,True
{},137163,View,2022-09-01T20:53:49.887375+00:00,2022-09-01T20:53:49.898314+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/542/,137163,False,False,False,34a457b9-2bb5-4bec-a483-9f8e74b26c9b,Diagnosis,N/A,,10,137163,542,True,True
{},171767,View,2022-09-01T21:02:31.259851+00:00,2022-09-01T21:02:31.269222+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/22001/,171767,False,False,False,a698068d-bb11-4d6f-a03c-654dc1e8b82c,Diagnosis,N/A,,10,171767,22001,True,True
{},143042,View,2022-09-01T20:55:23.688129+00:00,2022-09-01T20:55:23.697016+00:00,1,1,True,{},/orgs/MOH-KENYA/sources/nhdd/concepts/9759/,143042,False,False,False,dec664d5-3685-4cc9-974f-1f5e32887ea3,Diagnosis,N/A,,10,143042,9759,True,True
